정류장ID,정류장표준ID,정류장타입,중앙차로구분,한글명칭,단축명,X좌표,Y좌표,검출헤딩값,링크ID,링크선상의X좌표,링크선상의Y좌표,링크내정류장순번,링크내정류장거리,출발판단거리,도착판단거리,개정번호,관할관청,정류장서비스ID,정류장서비스이름
902,355000273,0,0,KMC,KMC,128.410805 ,36.084225 ,352,3550073500,128.410733 ,36.084226 ,1,108.4,50,50,,,10902,KMC
903,355000109,0,0,KT구미전화국건너,KT구미전화국,128.342594 ,36.119255 ,174,3550030300,128.342666 ,36.119256 ,1,157.1,50,50,,,10903,KT구미전화국
904,355000268,0,0,KT구미전화국앞,KT구미전화국,128.342879 ,36.118668 ,1,3550072500,128.342802 ,36.118673 ,1,99.8,50,50,,,10904,KT구미전화국
4347,355004358,0,0,KT건너,KT,128.287357 ,35.923064 ,163,3680002200,128.287357 ,35.923064 ,1,64.1,50,50,,,14347,KT앞
4348,355004359,0,0,KT앞,KT,128.287576 ,35.922856 ,342,3680000800,128.287576 ,35.922856 ,2,531.5,50,50,,,14348,KT앞
905,355000035,0,0,LS전선건너,LS전선,128.388510 ,36.111078 ,269,3550010200,128.388510 ,36.110978 ,1,136.9,50,50,,,10905,LG디스플레이
906,355000285,0,0,부광상가,LG사원아파트,128.385257 ,36.098478 ,187,3550102000,128.385313 ,36.098494 ,1,26.9,50,50,1408,,10906,LG사원아파트
907,355000123,0,0,LG전자건너,LG전자,128.385661 ,36.088731 ,12,3550130600,128.385548 ,36.088843 ,1,37,50,50,1372,,10907,LG전자
908,355000286,0,0,LG전자앞,LG전자,128.385242 ,36.088714 ,177,3550130700,128.385411 ,36.088907 ,2,368.4,50,50,1205,,10908,LG전자
909,355000279,0,0,LG정보통신,LG정보통신,128.331823 ,36.130014 ,50,3550074600,128.331786 ,36.130028 ,1,129.8,50,50,,,10909,LG정보통신
910,355000189,0,0,LS전선,LS전선,128.388212 ,36.110770 ,87,3550052800,128.388212 ,36.110870 ,1,254,50,50,,,10910,LS전선
2476,355002487,0,0,하이마트동부물류센터건너,하이마트동부물류센터,128.412336 ,35.965873 ,219,3690007900,128.412371 ,35.965823 ,6,1981.8,50,50,1016,,12476,하이마트동부물류센터
2475,355002486,0,0,하이마트동부물류센터앞,하이마트동부물류센터,128.412089 ,35.965532 ,60,3690025300,128.412067 ,35.965561 ,2,537.8,50,50,1016,,12475,하이마트동부물류센터
82,355000854,0,0,구미역(선산노선정류장),구미역(선산노선,128.329566 ,36.129533 ,116,3550074700,128.329585 ,36.129564 ,3,602.3,50,50,,,10082,구미역(선산노선정류장)
202,355000621,0,0,도개1리(신림방면),"도개1,2리",128.356396 ,36.289408 ,270,3550006800,128.356391 ,36.289337 ,1,21,50,50,1354,,10202,"도개1,2리"
203,355000669,0,0,"도개1,2리(도개1리방면)","도개1,2리",128.356741 ,36.289235 ,355,3550049500,128.356762 ,36.289235 ,2,1043.6,50,50,1379,,10203,"도개1,2리"
2333,355002344,0,0,"어로2리,국개건너","어로2리,국개건너",128.330906 ,36.049984 ,112,3690014300,128.330936 ,36.050049 ,4,2502.8,50,50,1335,,12333,"어로2리,국개건너"
2334,355002345,0,0,"어로2리,국개","어로2리,국개",128.330251 ,36.050450 ,289,3690026100,128.330221 ,36.050387 ,3,1478.8,50,50,1335,,12334,"어로2리,국개"
2521,355002532,0,0,황학교회건너,황학교회건너,128.481393 ,36.020546 ,155,3690017200,128.481389 ,36.020535 ,2,2582.2,50,50,,,12521,황학교회건너
912,355000917,0,0,선산고입구건너,선산중고입구건너,128.297725 ,36.246087 ,1,3550085500,128.297725 ,36.246087 ,1,390,50,50,1220,,10912,선산고입구건너
913,355000918,0,0,선산고입구,선산중고입구,128.297325 ,36.246087 ,181,3550085600,128.297325 ,36.246087 ,2,1680,50,50,1220,,10913,선산고입구
914,355000919,0,0,청소년수련관앞,청소년수련관,128.289927 ,36.259909 ,10,3550085500,128.289927 ,36.259909 ,2,1750,50,50,1417,,10914,청소년수련원
915,355000920,0,0,청소년수련관건너,청소년수련원건너,128.289842 ,36.259909 ,190,3550085600,128.289842 ,36.259909 ,1,5,50,50,1417,,10915,청소년수련원건너
916,355000921,0,0,구미보,구미보,128.354356 ,36.231458 ,168,3550003400,128.354372 ,36.231474 ,4,3460,50,50,1423,,10916,구미보
917,355000922,0,0,구미보건너,구미보건너,128.354453 ,36.231603 ,350,3550046800,128.354453 ,36.231595 ,1,686,50,50,1423,,10917,구미보건너
918,355000924,0,0,선기동교복단지앞,선기동교복단지앞,128.312565 ,36.136698 ,110,3550067500,128.312640 ,36.136804 ,2,421,50,50,1059,,10918,선기동교복단지앞
919,355000925,0,0,선기동교복단지건너,선기동교복단지건,128.312433 ,36.137098 ,290,3550001500,128.312640 ,36.136804 ,2,421,50,50,1059,,10919,선기동교복단지건너
920,355000926,1,0,금호2리(해평농공단지방면),금오2리,128.386285 ,36.211896 ,137,3550115000,128.386334 ,36.211920 ,1,931,50,50,1412,,10920,금오2리
921,355000927,1,0,금호2리(금오1리방면),금오2리,128.386446 ,36.212056 ,318,3550115100,128.386406 ,36.212016 ,3,1760,50,50,1412,,10921,금오2리
922,355000928,0,0,송산리츠빌아파트앞(선산컨트리클럽방면),송산리츠빌아파트,128.453781 ,36.165406 ,285,3550053900,128.453776 ,36.165412 ,2,556,50,50,1051,,10922,송산리츠빌아파트
923,355000929,0,0,송산리츠빌아파트건너(임천리입구방면),송산리츠빌아파트,128.453755 ,36.165263 ,105,3550011200,128.453760 ,36.165295 ,1,101,50,50,1051,,10923,송산리츠빌아파트
924,355000930,0,0,유환원룸앞,유환원룸,128.474929 ,36.159835 ,100,3550011400,128.467175 ,36.162036 ,2,859,50,50,1051,,10924,유환원룸
925,355000931,0,0,유환원룸건너,유환원룸,128.474988 ,36.160033 ,300,3550054000,128.474972 ,36.159969 ,1,1950,50,50,1051,,10925,유환원룸
928,355000934,0,0,죽장리마을회관(선산터미널종점방면),죽장리 마을회관,128.273883 ,36.241868 ,100,3550113300,128.273867 ,36.241956 ,3,1170,50,50,1412,,10928,죽장리 마을회관
929,355000935,0,0,죽장리마을회관(죽장2리방면),죽장리 마을회관,128.273827 ,36.242149 ,280,3550113200,128.273851 ,36.242077 ,3,1508,50,50,1412,,10929,죽장리 마을회관
2527,355002538,0,0,덕산리마을회관,덕산리마을회관,128.494656 ,35.942918 ,185,3690007100,128.494672 ,35.942918 ,1,226,50,50,1051,,12527,덕산리마을회관
2535,355002546,1,0,한솔입구맞은편,한솔입구맞은편,128.395234 ,36.071198 ,330,3690036800,128.395070 ,36.071165 ,3,920,50,50,1334,,12535,한솔입구맞은편
2541,355002547,1,0,남광하우스토리건너,남광하우스토리건너,128.400564 ,36.078416 ,245,3690016800,128.400560 ,36.078420 ,1,97,50,50,1387,,12541,흥국비철맞은편
943,355000956,1,0,제이에스,제이에스,128.436578 ,36.132260 ,269,3550096400,128.436578 ,36.132195 ,2,1150,50,50,1065,,10943,제이에스
2557,355000945,1,0,숭오리 종점,숭오리종점,128.331597 ,36.068461 ,60,3690059900,128.331210 ,36.066953 ,2,367,50,50,1406,,12557,숭오리종점
853,355000950,1,0,현진아파트건너,현진아파트,128.425391 ,36.138050 ,90,3550095500,128.425391 ,36.138099 ,1,272,50,50,1064,,10853,현진아파트
944,355000957,1,0,성호철강,성호철강,128.446133 ,36.132641 ,248,3550096400,128.446165 ,36.132587 ,1,148,50,50,1065,,10944,성호철강
945,355000954,1,0,한욱테크노글라스,한욱테크노글라스,128.446525 ,36.136411 ,90,3550097000,128.446514 ,36.136454 ,2,721,50,50,1065,,10945,한욱테크노글라스
946,355000952,1,0,도레이첨단소재북문,도레이첨단소재북문,128.441132 ,36.136694 ,95,3550097000,128.441132 ,36.136727 ,1,189,50,50,1102,,10946,도레이첨단소재북문
2522,355002533,0,0,황학교회,황학교회,128.481405 ,36.020691 ,342,3690034600,128.481421 ,36.020697 ,14,8935.2,50,50,,,12522,황학교회
927,355000933,0,0,태극마을(양호동종점방면),태극마을,128.391642 ,36.131570 ,245,3550054700,128.391666 ,36.131546 ,1,193,50,50,1067,,10927,태극마을
948,355000958,1,0,웅진케미칼,웅진케미칼,128.362420 ,36.096450 ,10,3550101000,128.362356 ,36.096450 ,2,1060,50,50,1065,,10948,웅진케미칼
949,355000959,1,0,웅진케미칼사원아파트,웅진케미칼사원아,128.361869 ,36.090025 ,10,3550129300,128.361708 ,36.090129 ,1,283,50,50,1190,,10949,웅진케미칼사원아파트
950,355000951,1,0,기성엔지니어링,기성엔지니어링,128.379826 ,36.092834 ,270,3550102100,128.379826 ,36.092770 ,1,516,50,50,1065,,10950,기성엔지니어링
951,355000961,1,0,정우엔지니어링,정우엔지니어링,128.389184 ,36.092911 ,270,3550102400,128.389195 ,36.092802 ,1,122,50,50,1081,,10951,정우엔지니어링
952,355000962,1,0,(주)대송텍,(주)대송텍,128.386431 ,36.097254 ,90,3550102700,128.386431 ,36.097302 ,1,112,50,50,1073,,10952,(주)대송텍
953,355000966,1,0,농심건너,농심,128.378396 ,36.107104 ,90,3550099500,128.378396 ,36.107201 ,3,674,50,50,1065,,10953,농심
954,355000965,1,0,윈바이오젠,윈바이오젠,128.375857 ,36.107137 ,90,3550099500,128.375841 ,36.107169 ,2,450,50,50,1065,,10954,윈바이오젠
955,355000963,1,0,오성가스충전소,오성가스충전소,128.375512 ,36.110505 ,180,3550099500,128.375567 ,36.110505 ,1,70,50,50,1073,,10955,오성가스충전소
956,355000964,1,0,(주)KTG,(주)KTG,128.374312 ,36.115487 ,270,3550099200,128.374328 ,36.115390 ,1,215,50,50,1080,,10956,(주)KTG
957,355000960,1,0,LG이노텍공장앞,LG이노텍공장,128.378331 ,36.115442 ,270,3550099300,128.378331 ,36.115369 ,1,648,50,50,1073,,10957,LG이노텍공장
958,355000955,1,0,공단1동행정복지센터앞,공단1동주민센터,128.372159 ,36.119452 ,90,3550060700,128.372159 ,36.119463 ,1,30,50,50,1065,,10958,공단1동행정복지센터앞
959,355000970,1,0,인동동행정복지센터,인동주민센터,128.428962 ,36.104444 ,55,3550102900,128.428908 ,36.104466 ,1,462,50,50,1231,,10959,인동동행정복지센터
964,355000975,1,0,하나로텍건너,하나로텍,128.383747 ,36.097486 ,270,3550111600,128.383747 ,36.097429 ,1,145,50,50,1073,,10964,하나로텍
965,355000976,1,0,하나로텍앞,하나로텍,128.383763 ,36.097261 ,90,3550111700,128.383755 ,36.097325 ,3,150,50,50,1073,,10965,하나로텍
966,355000977,1,0,에스디원건너,에스디원건너,128.382085 ,36.086415 ,0,3550105200,128.382037 ,36.086423 ,1,334,50,50,1073,,10966,에스디원건너
967,355000978,1,0,에스디원앞,에스디원,128.381892 ,36.086390 ,180,3550105300,128.381924 ,36.086415 ,1,243,50,50,1073,,10967,에스디원
968,355000979,1,0,제일모직건너,제일모직,128.370699 ,36.091533 ,0,3550104100,128.370603 ,36.091533 ,1,277,50,50,1073,,10968,제일모직
969,355000980,1,0,제일모직앞,제일모직,128.370418 ,36.091541 ,180,3550104000,128.370474 ,36.091541 ,2,1100,50,50,1073,,10969,제일모직
970,355000981,1,0,도레이첨단소재건너,도레이첨단소재,128.370523 ,36.097953 ,0,3550104100,128.370474 ,36.097953 ,2,969,50,50,1073,,10970,도레이첨단소재
971,355000982,1,0,도레이첨단소재앞,도레이첨단소재,128.370282 ,36.097929 ,180,3550104000,128.370354 ,36.097953 ,1,447,50,50,1073,,10971,도레이첨단소재
998,355001009,1,0,오태1동입구,오태1동,128.377785 ,36.079937 ,190,3550077500,128.377790 ,36.079937 ,1,30,50,50,1089,,10998,오태1동
973,355000984,1,0,태평양금속,태평양금속,128.389108 ,36.092642 ,90,3550102300,128.389108 ,36.092666 ,1,322,50,50,1073,,10973,태평양금속
974,355000985,1,0,백셀,백셀,128.386441 ,36.097493 ,270,3550102800,128.386430 ,36.097449 ,1,230,50,50,1372,,10974,백셀
975,355000986,1,0,LG디스플레이사원A앞,LG디스플레이사,128.383358 ,36.097482 ,270,3550111600,128.383358 ,36.097455 ,2,186,50,50,1074,,10975,LG디스플레이사원A
976,355000987,1,0,LG디스플레이사원A건너,LG디스플레이사,128.383358 ,36.097302 ,90,3550111700,128.383352 ,36.097318 ,2,128,50,50,1074,,10976,LG디스플레이사원A
977,355000988,1,0,두원테크건너,두원테크건너,128.382094 ,36.099062 ,0,3550111400,128.382078 ,36.099062 ,1,188,50,50,1074,,10977,두원테크건너
978,355000989,1,0,육일씨엔에스건너,육일씨엔에스,128.430650 ,36.148704 ,200,3550107100,128.430754 ,36.148651 ,1,106,50,50,1281,,10978,육일씨엔에스
979,355000990,1,0,육일씨엔에스앞,육일씨엔에스,128.431013 ,36.148626 ,15,3550107000,128.430884 ,36.148657 ,1,267,50,50,1266,,10979,육일씨엔에스
980,355000991,1,0,동구미이마트앞,동구미이마트,128.404039 ,36.105694 ,90,3550106200,128.404055 ,36.105638 ,1,196,50,50,1073,,10980,동구미이마트
981,355000992,1,0,동구미이마트건너,동구미이마트,128.405586 ,36.105482 ,180,3550106000,128.405586 ,36.105538 ,2,285,50,50,1266,,10981,동구미이마트
982,355000993,1,0,갑을병원앞,갑을병원,128.402440 ,36.107373 ,0,3550056600,128.402360 ,36.107365 ,1,193,50,50,1073,,10982,갑을병원
983,355000994,1,0,갑을병원건너,갑을병원,128.402175 ,36.107397 ,180,3550014100,128.402167 ,36.107397 ,1,405,50,50,1073,,10983,갑을병원
984,355000995,1,0,도레이첨단소재정문,도레이첨단소재정,128.410363 ,36.107357 ,180,3550105900,128.410403 ,36.107389 ,1,355,50,50,1075,,10984,도레이첨단소재정문
985,355000996,1,0,엘지디스플레이정문앞,엘지디스플레이정,128.406313 ,36.100672 ,0,3550106800,128.406249 ,36.100672 ,1,913,50,50,1073,,10985,엘지디스플레이정문
986,355000997,1,0,엘지디스플레이정문건너,엘지디스플레이정,128.406080 ,36.100672 ,180,3550106900,128.406112 ,36.100672 ,1,281,50,50,1073,,10986,엘지디스플레이정문
987,355000998,1,0,진성,진성,128.436078 ,36.151176 ,270,3550107900,128.436078 ,36.151136 ,1,276,50,50,1073,,10987,진성
988,355000999,1,0,진성건너,진성건너,128.436070 ,36.150951 ,90,3550107800,128.436070 ,36.151015 ,1,296,50,50,1079,,10988,진성건너
989,355001000,1,0,우진E&P건너,우진E&P건너,128.438979 ,36.150798 ,180,3550107700,128.439011 ,36.150790 ,1,49,50,50,1073,,10989,우진E&P건너
991,355001002,1,0,(주)케이엠텍앞,(주)케이엠텍,128.448599 ,36.143031 ,90,3550110200,128.448591 ,36.143112 ,1,50,50,50,1073,,10991,(주)케이엠텍
992,355001003,1,0,(주)케이엠텍건너,(주)케이엠텍건,128.448615 ,36.143337 ,270,3550110300,128.448639 ,36.143272 ,1,250,50,50,1073,,10992,(주)케이엠텍건너
993,355001004,1,0,톱텍앞,톱텍,128.453958 ,36.143088 ,90,3550110400,128.453926 ,36.143152 ,1,50,50,50,1073,,10993,톱텍
994,355001005,1,0,톱텍건너,톱텍건너,128.453950 ,36.143321 ,270,3550110500,128.453958 ,36.143256 ,1,150,50,50,1073,,10994,톱텍건너
1000,355001011,1,0,무수2리,무수2리,128.193356 ,36.269611 ,5,3550112300,128.193381 ,36.269619 ,3,1060,50,50,1409,,11000,무수2리
1008,355001019,1,0,농심앞,농심,128.378974 ,36.107412 ,270,3550099700,128.378917 ,36.107302 ,1,58,50,50,1074,,11008,농심
1009,355001020,1,0,(주)KTG건너,(주)KTG건너,128.374311 ,36.115230 ,90,3550099100,128.374303 ,36.115318 ,1,220,50,50,1074,,11009,(주)KTG건너
999,355001010,1,0,원1리,원1리,128.205372 ,36.244846 ,210,3550112500,128.205481 ,36.244840 ,1,280,50,50,1092,,10999,원1리
1001,355001012,1,0,무수1리,무수1리,128.192584 ,36.276529 ,10,3550112300,128.192556 ,36.276545 ,4,1800,50,50,1409,,11001,무수1리
1006,355001017,1,0,봉죽사앞,봉죽사앞,128.357201 ,36.105452 ,170,3550035800,128.357353 ,36.105460 ,3,940,50,50,1382,,11006,봉죽사앞
1007,355001018,1,0,봉죽사건너,봉죽사건너,128.357661 ,36.105240 ,350,3550078100,128.357508 ,36.105272 ,1,165,50,50,1104,,11007,봉죽사건너
4349,355004360,0,0,한국전력기술앞,한국전력기술앞,128.181017 ,36.126110 ,180,3530007600,128.181114 ,36.126118 ,1,100,50,50,1285,,14349,한국전력기술앞
926,355000932,0,0,태극마을(금오공대입구방면),태극마을,128.391731 ,36.131450 ,55,3550012200,128.391722 ,36.131442 ,1,1490,50,50,1285,,10926,태극마을
2452,355002463,0,0,태우테크,태우테크,128.388925 ,35.958109 ,179,3690015600,128.388905 ,35.958110 ,4,2363,50,50,,,12452,태우테크
2451,355002462,0,0,태영,태영,128.439393 ,35.937229 ,340,3690023900,128.439413 ,35.937236 ,2,499.7,50,50,,,12451,태영
2453,355002464,0,0,태우테크건너,태우테크건너,128.389021 ,35.957718 ,359,3690033100,128.389041 ,35.957718 ,3,2199.8,50,50,,,12453,태우테크건너
2454,355002465,0,0,태원프라콘,태원프라콘,128.413223 ,35.941174 ,22,3690019900,128.413182 ,35.941188 ,2,796.3,50,50,,,12454,태원프라콘
4314,355004325,0,0,태전교,태전교,128.548155 ,35.918116 ,328,1540000200,128.548045 ,35.918065 ,5,3213.7,50,50,,,14314,태전교
4315,355004326,0,0,태전삼거리(태전역방면),태전삼거리,128.546472 ,35.921486 ,185,1540000800,128.546599 ,35.921473 ,7,4620.3,50,50,,,14315,태전삼거리
4316,355004327,0,0,태전삼거리(대구보건대학방면),태전삼거리,128.546950 ,35.922048 ,2,1540000400,128.546824 ,35.922060 ,1,190.4,50,50,,,14316,태전삼거리
4317,355004328,0,0,태전중앙시장앞,태전중앙시장,128.545758 ,35.920985 ,157,1540000700,128.545848 ,35.921019 ,4,1329.7,50,50,,,14317,태전중앙시장
4318,355004329,0,0,태전중앙시장건너,태전중앙시장,128.545921 ,35.921354 ,336,1540000300,128.545830 ,35.921322 ,1,104.5,50,50,,,14318,태전중앙시장
4319,355004330,0,0,태현초등학교,태현초등학교,128.542036 ,35.927493 ,144,1540000700,128.542092 ,35.927529 ,1,530.9,50,50,,,14319,태현초등학교
803,355000120,0,0,터미널네거리(오성예식장앞방면),터미널네거리,128.347866 ,36.122221 ,106,3550034600,128.347878 ,36.122256 ,1,402.4,50,50,,,10803,터미널네거리
804,355000280,0,0,터미널네거리(송원고가밑방면),터미널네거리,128.348279 ,36.122309 ,290,3550076900,128.348267 ,36.122273 ,1,198.6,50,50,,,10804,터미널네거리
805,355000055,0,0,파산리(고아신촌방면),파산리,128.308137 ,36.207747 ,258,3550016800,128.308133 ,36.207762 ,1,465.1,50,50,,,10805,파산리
806,355000211,0,0,파산리(대망입구방면),파산리,128.307882 ,36.207623 ,62,3550059000,128.307889 ,36.207607 ,2,2486,50,50,,,10806,파산리
4320,355004331,0,0,팔달교,팔달교,128.553775 ,35.892070 ,324,1540000200,128.553677 ,35.892010 ,1,132,50,50,,,14320,팔달교
4321,355004332,0,0,팔달시장건너,팔달시장,128.570147 ,35.888359 ,103,1520001900,128.570170 ,35.888433 ,2,731.3,50,50,,,14321,팔달시장
4322,355004333,0,0,팔달시장앞,팔달시장,128.570080 ,35.888634 ,281,1520000900,128.570063 ,35.888560 ,2,554.6,50,50,,,14322,팔달시장
4323,355004334,0,0,팔달신시장,팔달신시장,128.565860 ,35.889277 ,279,1520000900,128.565844 ,35.889204 ,3,942.2,50,50,,,14323,팔달신시장
2455,355002466,0,0,평복리입구,평복리입구,128.370087 ,35.985597 ,254,3690002000,128.370080 ,35.985618 ,3,1216.2,50,50,,,12455,평복리입구
2456,355002467,0,0,평복리,평복리,128.370019 ,35.985515 ,77,3690019400,128.370026 ,35.985494 ,10,6484.3,50,50,,,12456,평복리
807,355000067,0,0,평생교육원건너,평생교육원,128.385467 ,36.106233 ,360,3550019800,128.385391 ,36.106216 ,2,426.8,50,50,1406,,10807,평생교육원
808,355000229,0,0,평생교육원앞,평생교육원,128.385218 ,36.106225 ,176,3550062700,128.385263 ,36.106225 ,1,521.8,50,50,,,10808,평생교육원
4324,355004335,0,0,평천2리(옥산방면),평천2리,128.098731 ,36.290431 ,238,3580000500,128.098732 ,36.290430 ,3,3751.2,50,50,,,14324,평천2리
4325,355004336,0,0,평천2리(초오2리방면),평천2리,128.098568 ,36.290214 ,58,3580000200,128.098567 ,36.290215 ,1,383.3,50,50,,,14325,평천2리
4326,355004337,0,0,평호리,평호리,128.487217 ,36.230126 ,236,3610001200,128.487203 ,36.230143 ,2,1998.9,50,50,,,14326,평호리
4327,355004338,0,0,평화타운,평화타운,128.516893 ,35.850276 ,93,1560000100,128.516884 ,35.850448 ,10,3949.4,50,50,,,14327,평화타운
2457,355002468,0,0,포남 3리,포남 3리,128.411491 ,36.030192 ,352,3690060300,128.411435 ,36.030176 ,5,4009.7,50,50,1423,,12457,포남 3리
2458,355002469,0,0,포남1리((구)석적읍사무소),포남1리,128.409289 ,36.050553 ,350,3690060100,128.409241 ,36.050529 ,1,139,50,50,1423,,12458,포남1리
2459,355002470,0,0,포남1리마을회관건너,포남1리마을회관건너,128.417360 ,36.050894 ,295,3690016700,128.417368 ,36.050908 ,4,2891.6,50,50,,,12459,포남1리마을회관건너
2460,355002471,0,0,포남1리마을회관,포남1리마을회관,128.417648 ,36.050788 ,295,3690016700,128.417664 ,36.050804 ,3,2862.6,50,50,,,12460,포남1리마을회관
2461,355002472,0,0,포남1리((구)석적읍사무소)건너,포남1리 석적읍사무소,128.408727 ,36.050640 ,242,3690061400,128.408695 ,36.050648 ,1,89.7,50,50,1423,,12461,포남1리 석적읍사무소
2462,355002473,0,0,포남2리,포남2리,128.411506 ,36.041179 ,166,3690061300,128.411554 ,36.041203 ,1,912,50,50,1423,,12462,포남2리
2463,355002474,0,0,포남2리입구,포남2리입구,128.411684 ,36.041232 ,348,3690060300,128.411684 ,36.041128 ,6,5343.2,50,50,1423,,12463,포남2리입구
2464,355002475,0,0,포남3리,포남3리,128.411265 ,36.030075 ,170,3690061300,128.411305 ,36.030139 ,2,2262,50,50,1423,,12464,포남3리
2465,355002476,0,0,포남3리반지,포남3리반지,128.410413 ,36.025278 ,218,3690061300,128.410413 ,36.025238 ,3,2786,50,50,1423,,12465,포남3리반지
2466,355002477,0,0,포남3리반지입구,포남3리반지입구,128.411097 ,36.025516 ,56,3690060300,128.411170 ,36.025612 ,4,3484.5,50,50,1423,,12466,포남3리반지입구
809,355000298,0,0,포상1리,포상1리,128.254073 ,36.239822 ,260,3550143000,128.254105 ,36.239814 ,1,1171.5,50,50,1412,,10809,포상1리
810,355000299,0,0,포상2리,포상2리,128.248915 ,36.238745 ,227,3550143000,128.248826 ,36.238681 ,2,1668.5,50,50,1412,,10810,포상2리
811,355000081,0,0,포상2리하송(웅곡리방면),포상2리하송,128.238911 ,36.250188 ,275,3550023600,128.238914 ,36.250211 ,2,1884.1,50,50,,,10811,포상2리하송
812,355000236,0,0,포상2리하송(덕촌1리방면),포상2리하송,128.238483 ,36.250158 ,101,3550066000,128.238479 ,36.250136 ,2,701.2,50,50,,,10812,포상2리하송
813,355000262,0,0,푸르지오캐슬A단지,푸르지오캐슬A단,128.337457 ,36.123898 ,322,3550071300,128.337407 ,36.123859 ,1,218.2,50,50,,,10813,푸르지오캐슬A단지
814,355000263,0,0,푸르지오캐슬B단지,푸르지오캐슬B단,128.336100 ,36.124709 ,143,3550071800,128.336152 ,36.124750 ,1,91.4,50,50,,,10814,푸르지오캐슬B단지
2467,355002478,0,0,풀그린공장,풀그린공장,128.494243 ,35.961709 ,175,3690017200,128.494210 ,35.961706 ,13,10684.2,50,50,,,12467,풀그린공장
2468,355002479,0,0,풍국맨션,풍국맨션,128.403019 ,35.997898 ,36,3690032500,128.403019 ,35.997899 ,1,419.7,50,50,,,12468,풍국맨션
2469,355002480,0,0,풍국맨션건너,풍국맨션건너,128.403019 ,35.998068 ,216,3690015000,128.403030 ,35.998074 ,8,3739.5,50,50,,,12469,풍국맨션건너
815,355000097,0,0,풍림2차건너,풍림2차,128.332293 ,36.111748 ,180,3550147300,128.332283 ,36.111661 ,1,62,50,50,1420,,10815,풍림2차
816,355000256,0,0,풍림2차앞,풍림2차,128.332431 ,36.111725 ,359,3550147500,128.332420 ,36.111540 ,1,86.9,50,50,1420,,10816,풍림2차
817,355000122,0,0,프로템앞,프로템,128.385645 ,36.086353 ,359,3550130400,128.385556 ,36.086409 ,1,311.2,50,50,1205,,10817,프로템
818,355000284,0,0,프로템건너,프로템건너,128.385323 ,36.085862 ,178,3550130500,128.385436 ,36.086055 ,1,320,50,50,1372,,10818,프로템건너
2470,355002481,0,0,피엔에스,피엔에스,128.403012 ,35.947257 ,170,3690033400,128.403028 ,35.947259 ,4,1185.6,50,50,,,12470,피엔에스
2471,355002482,0,0,하납실,하납실,128.495007 ,35.910241 ,110,3690006400,128.495023 ,35.910275 ,4,3248.8,50,50,,,12471,하납실
2472,355002483,0,0,하납실건너,하납실건너,128.495310 ,35.910361 ,282,3690023800,128.495301 ,35.910326 ,4,3205.6,50,50,,,12472,하납실건너
819,355000083,0,0,하농소(초곡방면),하농소,128.289064 ,36.301636 ,71,3550024600,128.289072 ,36.301614 ,3,1053.5,50,50,,,10819,하농소
820,355000239,0,0,하농소(중농소방면),하농소,128.289807 ,36.301852 ,263,3550066900,128.289807 ,36.301857 ,8,5543.9,50,50,1406,,10820,하농소
4328,355004339,0,0,하빈농협동곡지점(동곡초등학교방면),하빈농협동곡지점,128.420871 ,35.877070 ,348,1570001600,128.420881 ,35.877072 ,9,4183.9,50,50,,,14328,하빈농협동곡지점
4329,355004340,0,0,하빈농협동곡지점(달서중고등학교방면),하빈농협동곡지점,128.421274 ,35.877060 ,51,1570000800,128.421289 ,35.877046 ,1,504.2,50,50,,,14329,하빈농협동곡지점
4330,355004341,0,0,하산리(소학리방면),하산리,128.400183 ,35.878928 ,274,1570000900,128.400178 ,35.878877 ,1,1498.9,50,50,,,14330,하산리
4331,355004342,0,0,하산리(동곡네거리방면),하산리,128.400994 ,35.878715 ,90,1570000100,128.400995 ,35.878746 ,1,792.8,50,50,,,14331,하산리
821,355000913,0,0,하송(송천4리입구방면),하송,128.279168 ,36.152614 ,130,3530001500,128.279153 ,36.152592 ,1,472.9,50,50,,,10821,하송
4332,355004343,0,0,하송(금계방면),하송,128.279235 ,36.152656 ,300,3530002800,128.279247 ,36.152672 ,2,952.7,50,50,,,14332,하송
2473,355002484,0,0,하수종말처리장,하수종말처리장,128.406112 ,36.087165 ,175,3690004300,128.406254 ,36.087165 ,1,49.3,50,50,,,12473,하수종말처리장
2474,355002485,0,0,하수종말처리장건너,하수종말처리장건너,128.406502 ,36.087012 ,3,3690021700,128.406388 ,36.087012 ,1,417.5,50,50,,,12474,하수종말처리장건너
2450,355002461,0,0,태영건너,태영건너,128.439226 ,35.937387 ,170,3690006500,128.439204 ,35.937382 ,5,2213.4,50,50,,,12450,태영건너
823,355000044,0,0,하장1리(장천버스터미널 종점방면),하장1리,128.493798 ,36.131307 ,165,3550013100,128.493809 ,36.131308 ,1,669.9,50,50,,,10823,하장1리
824,355000143,0,0,하장1리(하장리앞방면),하장1리,128.494101 ,36.131096 ,339,3550042500,128.494013 ,36.131085 ,1,381.6,50,50,1119,,10824,하장1리
825,355000040,0,0,하장3거리(젊은종합농기계앞),하장3거리,128.491004 ,36.137292 ,154,3550011600,128.490992 ,36.137289 ,1,127.2,50,50,,,10825,하장3거리
826,355000144,0,0,하장3거리(묵어리방면),하장3거리,128.491305 ,36.136873 ,339,3550042500,128.491321 ,36.136880 ,3,1077.3,50,50,,,10826,하장3거리
